word,classification,reason,confidence,frequency,length,is_hindi
आपका,correct_spelling,high_frequency,0.7,122,4,True
"आपका,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
आपका।,correct_spelling,low_frequency,0.5,3,5,True
आपकी,correct_spelling,high_frequency,0.7,90,4,True
"आपकी,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
आपकी।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आपके,correct_spelling,high_frequency,0.7,143,4,True
आपको,correct_spelling,high_frequency,0.7,338,4,True
आपको।,correct_spelling,low_frequency,0.5,2,5,True
आपन,correct_spelling,low_frequency,0.5,3,3,True
आपना,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आपनी,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आपने,correct_spelling,high_frequency,0.7,186,4,True
"आपने,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
आपम,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आपस,correct_spelling,medium_frequency,0.6,8,3,True
आपसे,correct_spelling,high_frequency,0.7,56,4,True
आपा,correct_spelling,low_frequency,0.5,3,3,True
आपाधापी,incorrect_spelling,hapax_legomenon,0.6,1,7,True
आपीएस,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आप्शन,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आप।,correct_spelling,low_frequency,0.5,3,3,True
आफ,correct_spelling,low_frequency,0.5,4,2,True
आफ्टरनून,correct_spelling,low_frequency,0.5,2,8,True
आबाज,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आबादी,correct_spelling,medium_frequency,0.6,5,5,True
आम,correct_spelling,high_frequency,0.7,16,2,True
आमने,correct_spelling,low_frequency,0.5,2,4,True
आय,incorrect_spelling,hapax_legomenon,0.6,1,2,True
आयनेक,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आयरनमैन,correct_spelling,low_frequency,0.5,2,7,True
आया,correct_spelling,in_dictionary,1.0,65,3,True
"आया,",correct_spelling,low_frequency,0.5,2,4,True
आया।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आये,correct_spelling,high_frequency,0.7,10,3,True
आयेगा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आयोजन,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आर,correct_spelling,medium_frequency,0.6,5,2,True
आरए,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आरएनडी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
आरके,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आरती,correct_spelling,medium_frequency,0.6,9,4,True
आरही,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आराम,correct_spelling,high_frequency,0.7,12,4,True
आरी,correct_spelling,low_frequency,0.5,2,3,True
आरे,correct_spelling,low_frequency,0.5,2,3,True
आरोप,correct_spelling,low_frequency,0.5,2,4,True
आर्ट,correct_spelling,medium_frequency,0.6,6,4,True
आर्टस,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आर्टिफिश,incorrect_spelling,hapax_legomenon,0.6,1,8,True
आर्टिफिशियल,incorrect_spelling,hapax_legomenon,0.6,1,11,True
आर्टिस्ट,correct_spelling,low_frequency,0.5,4,8,True
आर्ट्स,correct_spelling,low_frequency,0.5,2,6,True
आल,incorrect_spelling,hapax_legomenon,0.6,1,2,True
आलतु,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आलू,correct_spelling,low_frequency,0.5,4,3,True
आवज,correct_spelling,low_frequency,0.5,2,3,True
आवयश्कता,incorrect_spelling,hapax_legomenon,0.6,1,8,True
आवर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आवरण,incorrect_spelling,hapax_legomenon,0.6,1,4,True
आवर्स,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आवश्कता,incorrect_spelling,hapax_legomenon,0.6,1,7,True
आवश्यक,incorrect_spelling,hapax_legomenon,0.6,1,6,True
आवश्यकता,correct_spelling,low_frequency,0.5,3,8,True
आवा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आवाज,correct_spelling,high_frequency,0.7,84,4,True
आवाज़,correct_spelling,high_frequency,0.7,10,5,True
"आवास,",incorrect_spelling,hapax_legomenon,0.6,1,5,True
आशा,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आशावादी,correct_spelling,low_frequency,0.5,3,7,True
आशीरवाद,correct_spelling,low_frequency,0.5,2,7,True
आश्रय,incorrect_spelling,hapax_legomenon,0.6,1,5,True
आस,correct_spelling,medium_frequency,0.6,8,2,True
आसपास,correct_spelling,high_frequency,0.7,15,5,True
आसमान,correct_spelling,low_frequency,0.5,2,5,True
आसान,correct_spelling,high_frequency,0.7,11,4,True
आसानी,correct_spelling,medium_frequency,0.6,7,5,True
आह,correct_spelling,in_dictionary,1.0,57,2,True
"आह,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
आह.,incorrect_spelling,hapax_legomenon,0.6,1,3,True
आहँ,incorrect_spelling,hapax_legomenon,0.6,1,3,True
इ,correct_spelling,single_character,0.6,4,1,True
इंग्नॉर,correct_spelling,low_frequency,0.5,2,7,True
इंग्लिश,correct_spelling,high_frequency,0.7,10,7,True
इंग्लिस,correct_spelling,medium_frequency,0.6,5,7,True
इंजीनियर,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंजीनियरिंग,incorrect_spelling,invalid_character_combination,0.9,2,11,True
इंजेक्शन,correct_spelling,low_frequency,0.5,2,8,True
इंजॉय,correct_spelling,low_frequency,0.5,3,5,True
इंजॉयमेंट,incorrect_spelling,invalid_character_combination,0.9,1,9,True
इंटर,correct_spelling,low_frequency,0.5,2,4,True
इंटरन,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इंटरनेट,correct_spelling,medium_frequency,0.6,8,7,True
इंटरफेयर,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंटरव्यू,correct_spelling,high_frequency,0.7,10,8,True
इंटरेटेन्मेंट,incorrect_spelling,invalid_character_combination,0.9,1,13,True
इंटरेस्ट,correct_spelling,high_frequency,0.7,10,8,True
इंटरेस्टिंग,incorrect_spelling,invalid_character_combination,0.9,1,11,True
इंटरेस्टेड,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इंटर्न,correct_spelling,low_frequency,0.5,2,6,True
इंटर्नशिप,correct_spelling,medium_frequency,0.6,5,9,True
इंटेलिजेंस,incorrect_spelling,invalid_character_combination,0.9,1,10,True
इंट्री,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इंट्रेस्ट,correct_spelling,low_frequency,0.5,2,9,True
इंट्रो,correct_spelling,low_frequency,0.5,2,6,True
इंट्रोड्यूस,correct_spelling,low_frequency,0.5,2,11,True
इंट्रोवर्ट,correct_spelling,low_frequency,0.5,2,10,True
इंट्रोवर्ड,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इंडस्ट्री,incorrect_spelling,hapax_legomenon,0.6,1,9,True
इंडस्ट्रीज,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इंडियन,correct_spelling,medium_frequency,0.6,5,6,True
इंडिया,correct_spelling,high_frequency,0.7,15,6,True
इंडिविजुअल,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इंडोर,correct_spelling,low_frequency,0.5,2,5,True
इंतजाम,correct_spelling,low_frequency,0.5,2,6,True
इंतजार,correct_spelling,high_frequency,0.7,11,6,True
इंतेज़ार,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंदौरी,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इंपॉर्टेंट,incorrect_spelling,invalid_character_combination,0.9,2,10,True
इंपॉर्टेंस,incorrect_spelling,invalid_character_combination,0.9,1,10,True
इंपोर्टेंट,incorrect_spelling,invalid_character_combination,0.9,3,10,True
इंप्रूव,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इंप्रूवमेंट,incorrect_spelling,invalid_character_combination,0.9,2,11,True
इंप्रेशन,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंप्लाईज,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंफ्लुएंसर्स,incorrect_spelling,hapax_legomenon,0.6,1,12,True
इंवेस्ट,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इंसान,correct_spelling,high_frequency,0.7,41,5,True
इंसानियत,correct_spelling,low_frequency,0.5,2,8,True
इंसानी,correct_spelling,low_frequency,0.5,2,6,True
इंसिडेंट,incorrect_spelling,invalid_character_combination,0.9,5,8,True
इंसीडेंट,incorrect_spelling,invalid_character_combination,0.9,4,8,True
इंस्टाग्राम,correct_spelling,medium_frequency,0.6,5,11,True
"इंस्टाग्राम,",incorrect_spelling,hapax_legomenon,0.6,1,12,True
इंस्टेटिन,incorrect_spelling,hapax_legomenon,0.6,1,9,True
इंस्टॉल,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इंस्टॉलमेंट,incorrect_spelling,invalid_character_combination,0.9,1,11,True
इंस्पायर,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इंस्पिरेशन,correct_spelling,medium_frequency,0.6,7,10,True
इंस्पीरेशन,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इंस्प्रेशन,incorrect_spelling,hapax_legomenon,0.6,1,10,True
इक,incorrect_spelling,hapax_legomenon,0.6,1,2,True
इकट्ठा,correct_spelling,medium_frequency,0.6,6,6,True
इकठ्ठा,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इकागाई,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इक्कीस,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इगो,correct_spelling,low_frequency,0.5,2,3,True
इगो।,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इग्ज़ैम,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इग्जांपल,incorrect_spelling,invalid_character_combination,0.9,1,8,True
इग्जाम,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इग्जेक्ट,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इग्नोर,correct_spelling,low_frequency,0.5,2,6,True
इच्छा,correct_spelling,medium_frequency,0.6,7,5,True
इज,correct_spelling,low_frequency,0.5,2,2,True
इजली,correct_spelling,low_frequency,0.5,3,4,True
इज़ीली,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इजाजत,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इजी,correct_spelling,low_frequency,0.5,3,3,True
इजीली,correct_spelling,low_frequency,0.5,3,5,True
इटली,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इतना,correct_spelling,high_frequency,0.7,95,4,True
इतना।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इतनी,correct_spelling,high_frequency,0.7,28,4,True
इतने,correct_spelling,high_frequency,0.7,20,4,True
इता,incorrect_spelling,hapax_legomenon,0.6,1,3,True
इतिहास,correct_spelling,medium_frequency,0.6,7,6,True
इतिहासिक,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इत्ता,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इत्ती,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इत्ते,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इधर,correct_spelling,high_frequency,0.7,26,3,True
इन,correct_spelling,high_frequency,0.7,44,2,True
इनकम,correct_spelling,low_frequency,0.5,2,4,True
इनका,correct_spelling,high_frequency,0.7,11,4,True
इनकी,correct_spelling,medium_frequency,0.6,6,4,True
इनके,correct_spelling,medium_frequency,0.6,7,4,True
इनको,correct_spelling,high_frequency,0.7,13,4,True
इनडायरेक्टली,incorrect_spelling,hapax_legomenon,0.6,1,12,True
इनडोर,correct_spelling,low_frequency,0.5,2,5,True
इनपुट,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इनफॉरमेशन,incorrect_spelling,hapax_legomenon,0.6,1,9,True
इनबिल्टी,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इनमे,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इनमें,incorrect_spelling,invalid_character_combination,0.9,1,5,True
इनवायरमेंट,incorrect_spelling,invalid_character_combination,0.9,1,10,True
इनसान,correct_spelling,low_frequency,0.5,3,5,True
इनसे,correct_spelling,medium_frequency,0.6,8,4,True
इनहांस,incorrect_spelling,invalid_character_combination,0.9,1,6,True
इनिशिएटिव,correct_spelling,low_frequency,0.5,2,9,True
इनोवेशन,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इन्टरेस्ट,incorrect_spelling,hapax_legomenon,0.6,1,9,True
इन्फॉर्म,incorrect_spelling,hapax_legomenon,0.6,1,8,True
इन्फोर्मेशन,incorrect_spelling,hapax_legomenon,0.6,1,11,True
इन्वेंट,incorrect_spelling,invalid_character_combination,0.9,1,7,True
इन्वेस्टमेंट,incorrect_spelling,invalid_character_combination,0.9,3,12,True
इन्सान,correct_spelling,low_frequency,0.5,2,6,True
इन्सी,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इन्हीं,incorrect_spelling,invalid_character_combination,0.9,2,6,True
इन्हें,incorrect_spelling,invalid_character_combination,0.9,1,6,True
इन्होंने,incorrect_spelling,invalid_character_combination,0.9,12,8,True
इफेक्टिव,correct_spelling,low_frequency,0.5,2,8,True
इमरजेंसी,incorrect_spelling,invalid_character_combination,0.9,6,8,True
इमरान,correct_spelling,low_frequency,0.5,4,5,True
इमानदार,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इमानदारी,correct_spelling,medium_frequency,0.6,5,8,True
इमिनिस्टेशन,incorrect_spelling,hapax_legomenon,0.6,1,11,True
इमेज़न,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इमेजिनेशन,correct_spelling,low_frequency,0.5,2,9,True
इमैजिन,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इमोशनल,correct_spelling,medium_frequency,0.6,9,6,True
इमोशनली,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इयर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
इरर,incorrect_spelling,hapax_legomenon,0.6,1,3,True
इरादा,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इरिटेटिंग,incorrect_spelling,invalid_character_combination,0.9,1,9,True
इलाका,correct_spelling,low_frequency,0.5,2,5,True
इलाके,correct_spelling,low_frequency,0.5,4,5,True
इलाज,correct_spelling,low_frequency,0.5,2,4,True
इलीगल,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इलेवंथ,correct_spelling,low_frequency,0.5,2,6,True
इलेवन,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इल्जाम,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इवेंट,incorrect_spelling,invalid_character_combination,0.9,6,5,True
इवेंट्स,incorrect_spelling,invalid_character_combination,0.9,2,7,True
इवेन्टस,incorrect_spelling,hapax_legomenon,0.6,1,7,True
इशु,incorrect_spelling,hapax_legomenon,0.6,1,3,True
इशू,correct_spelling,low_frequency,0.5,2,3,True
इश्य,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इश्यू,correct_spelling,medium_frequency,0.6,7,5,True
इश्यूज,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इस,correct_spelling,high_frequency,0.7,217,2,True
"इस,",incorrect_spelling,hapax_legomenon,0.6,1,3,True
इसका,correct_spelling,high_frequency,0.7,40,4,True
इसकी,correct_spelling,high_frequency,0.7,15,4,True
इसके,correct_spelling,high_frequency,0.7,81,4,True
इसके।,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इसको,correct_spelling,high_frequency,0.7,24,4,True
इसने,correct_spelling,low_frequency,0.5,4,4,True
इसपर,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इसपे,correct_spelling,low_frequency,0.5,3,4,True
इसमे,correct_spelling,low_frequency,0.5,2,4,True
इसमें,incorrect_spelling,invalid_character_combination,0.9,77,5,True
"इसमें,ठीक",incorrect_spelling,invalid_character_combination,0.9,1,9,True
इसलिए,correct_spelling,in_dictionary,1.0,70,5,True
इसलिए।,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इससे,correct_spelling,high_frequency,0.7,29,4,True
इसी,correct_spelling,high_frequency,0.7,43,3,True
इसीलिए,correct_spelling,medium_frequency,0.6,8,6,True
इसे,correct_spelling,high_frequency,0.7,22,3,True
इस्कुल,correct_spelling,low_frequency,0.5,3,6,True
इस्कूल,incorrect_spelling,hapax_legomenon,0.6,1,6,True
इस्ट,incorrect_spelling,hapax_legomenon,0.6,1,4,True
इस्तेमाल,correct_spelling,medium_frequency,0.6,7,8,True
इस्यू,incorrect_spelling,hapax_legomenon,0.6,1,5,True
इस्से,incorrect_spelling,hapax_legomenon,0.6,1,5,True
ई,correct_spelling,single_character,0.6,6,1,True
